type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,step,category,gender,age,ProductCD,card4,card6,DeviceType,TransactionAmt,C1,C2,C13,C14,D1,D2,D4,D10,D15,dist1
CASH_OUT,87367.19533937084,166290.41350008984,1175810.115688369,2125565.3588599702,479011.3453535597,307.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W,mastercard,debit,missing,59.0,3.0,2.0,1.0,1.0,30.0,16.0,0.0,0.0,0.0,8.0
,,,,,,,,,,C,visa,credit,mobile,35.351,1.0,3.0,1.0,1.0,175.35672982706683,16.0,0.0,0.0,9.0,10.0
,115.42835826953646,,,,,140.31194777496765,es_home,F,2.0,,,,,,,,,,,,,,,
,215.91,,,,,11.0,es_sportsandtoys,F,2.828202067304119,,,,,,,,,,,,,,,
,,,,,,,,,,H,american express,credit,desktop,100.0,1.0,1.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,10.0
PAYMENT,4497.690719215856,5388.434980426546,171.05022625338705,119750.067294408,1913.9067895497508,69.0,,,,,,,,,,,,,,,,,,
,4175.761206052007,,,,,147.0,es_travel,F,3.0,,,,,,,,,,,,,,,
,,,,,,,,,,W,visa,debit,missing,3187.146663308061,5.0,4.0,27.0,8.0,0.0,0.0,1.0,71.0,198.0,10.0
,,,,,,,,,,W,visa,debit,missing,226.0,70.01098816371632,15.0,33.0,4.0,395.4199172465888,294.0,340.22208617773094,60.0,536.0,80.0
,,,,,,,,,,C,mastercard,debit,mobile,29.365278293283712,3.052957591051836,5.0,3.0,2.0,5.0,16.0,47.0,0.0,2.0,10.0
,5255.876883781989,,,,,151.0,es_travel,F,2.0,,,,,,,,,,,,,,,
,,,,,,,,,,S,visa,credit,mobile,200.0,6.0,3.0,13.0,4.0,2.246764151754963,16.0,1.0,0.0,1.0,10.0
,136.38226496080617,,,,,61.0,es_sportsandtoys,F,2.0,,,,,,,,,,,,,,,
,72.49030078456073,,,,,21.0,es_wellnessandbeauty,F,2.0,,,,,,,,,,,,,,,
,,,,,,,,,,C,visa,credit,desktop,25.171206202110994,21.0,70.0,1.0,2.0,0.0,16.0,0.0,0.0,0.0,10.0
,,,,,,,,,,C,visa,credit,mobile,50.04214609683818,4.0,5.0,0.0,1.0,0.0,16.0,2.0,0.0,0.0,10.0
,,,,,,,,,,R,mastercard,credit,mobile,400.0,1.0,1.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,10.0
,201.0056326412192,,,,,82.0,es_sportsandtoys,F,2.0,,,,,,,,,,,,,,,
,22.17501652551725,,,,,6.544927822808923,es_sportsandtoys,F,2.0,,,,,,,,,,,,,,,
,345.87820166671463,,,,,17.0,es_sportsandtoys,M,3.0,,,,,,,,,,,,,,,
,,,,,,,,,,C,visa,debit,mobile,18.38546592804601,222.04870672050583,96.0,2.0,1.0,0.0,16.0,232.0,0.0,1.0,10.0
,1806.4002251224483,,,,,31.0,es_travel,F,2.0,,,,,,,,,,,,,,,
TRANSFER,272223.7892530454,5251.886906831904,188.31285158534067,1457852.7546905454,692369.0847461959,184.06255050673565,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W,mastercard,credit,missing,141.0,2.0,5.0,24.0,4.0,21.0,91.00204244629664,133.64586200228882,12.0,20.0,10.0
,254.26541445970383,,,,,143.0,es_health,F,5.0,,,,,,,,,,,,,,,
,3065.2354782228103,,,,,24.348604287166424,es_travel,F,2.0,,,,,,,,,,,,,,,
,247.8801343297677,,,,,30.0,es_sportsandtoys,F,6.0,,,,,,,,,,,,,,,
,,,,,,,,,,C,mastercard,credit,mobile,102.29229110250952,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,10.0
,28.702268741363536,,,,,34.71134329551756,es_fashion,F,2.0,,,,,,,,,,,,,,,
,167.17138024277514,,,,,58.76439708495423,es_health,M,1.0,,,,,,,,,,,,,,,
,,,,,,,,,,C,mastercard,debit,mobile,108.998,1.0,2.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,10.0
,276.28823128804567,,,,,1.0,es_leisure,F,4.0,,,,,,,,,,,,,,,
,,,,,,,,,,W,visa,debit,missing,117.0,1.0,2.0,14.0,1.0,2.0,16.0,24.608280375670347,0.0,56.0,10.0
,977.9078517660598,,,,,100.0,es_sportsandtoys,M,5.0,,,,,,,,,,,,,,,
,574.1038655865284,,,,,107.0,es_health,F,3.0,,,,,,,,,,,,,,,
,,,,,,,,,,C,visa,debit,desktop,27.69149009772817,3.0,6.0,1.0,0.0,0.0,16.0,0.0,0.0,0.0,10.0
,371.5039270835313,,,,,63.0,es_wellnessandbeauty,M,2.0,,,,,,,,,,,,,,,
,,,,,,,,,,W,visa,credit,missing,686.2079237102316,1.0,1.0,1.0,1.0,31.0,6.0,0.0,180.43859613461177,387.8005216357215,10.0
,,,,,,,,,,W,visa,debit,missing,29.0,1.0,1.0,5.0,1.0,452.5506347104711,159.0,181.0,211.0,470.9183946278731,10.0
CASH_IN,33693.97442097287,187.3662356952948,435065.9685306152,5333793.140150342,39343690.21431616,128.51539243141127,,,,,,,,,,,,,,,,,,
,774.380738194536,,,,,161.0,es_sportsandtoys,M,3.0,,,,,,,,,,,,,,,
,,,,,,,,,,W,discover,credit,missing,687.2397665625119,1.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,10.528740664852648
,,,,,,,,,,S,mastercard,debit,mobile,10.0,3.6221025513645806,4.6473548729890055,2.0,1.0,19.0,76.83505311677119,1.0,0.0,1.0,10.0
,51.504711167876565,,,,,179.0,es_wellnessandbeauty,F,3.0,,,,,,,,,,,,,,,
,842.6762308832144,,,,,166.92599274421707,es_tech,M,6.0,,,,,,,,,,,,,,,
,261.20901106157726,,,,,157.0,es_sportsandtoys,F,2.0,,,,,,,,,,,,,,,
,,,,,,,,,,C,visa,credit,mobile,8.459,3.0,11.0,1.0,1.0,0.0,16.0,0.0,0.0,0.0,10.0
,,,,,,,,,,C,visa,debit,mobile,58.39499991025925,13.0,35.67526239775941,2.0,2.0,0.0,16.0,1.0,0.0,1.0,10.0
PAYMENT,53918.62823264828,550517.5833500776,159196.02586220778,155526.56551488064,170186.10958390054,568.3017140769564,,,,,,,,,,,,,,,,,,
,453.9150857321752,,,,,86.56889723425044,es_leisure,M,2.0,,,,,,,,,,,,,,,
,,,,,,,,,,C,mastercard,debit,desktop,14.755,1.0,2.0,0.0,0.0,4.0,16.0,1.0,0.0,0.0,10.0
,11.649768453612644,,,,,128.0,es_sportsandtoys,F,2.0,,,,,,,,,,,,,,,
CASH_IN,355518.96692669514,437.2546846830789,19897.68901466652,7540129.168142222,36683328.01356241,289.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W,visa,debit,missing,44.0,1.0,1.0,1.0,0.0,88.0,16.0,1.0,7.0,0.0,10.0
,,,,,,,,,,W,visa,debit,missing,117.0,3.0,2.0,3.0,1.0,0.0,16.0,27.0,1.0,69.13480537982969,4.0
,,,,,,,,,,W,mastercard,debit,missing,810.3386577114568,1.0,1.0,1.0,1.0,0.0,0.0,0.0,11.0,0.0,4.0
,,,,,,,,,,C,visa,credit,desktop,35.91542125579212,1.0,17.0,14.0,2.0,94.103184714799,16.0,5.0,0.0,8.0,10.0
,661.6378545798905,,,,,70.0,es_health,M,5.0,,,,,,,,,,,,,,,
,,,,,,,,,,C,visa,credit,mobile,46.11,193.0,313.0,4.0,4.0,0.0,16.0,1.0,0.0,0.0,10.0
,432.057529627465,,,,,119.0,es_otherservices,F,2.0,,,,,,,,,,,,,,,
,,,,,,,,,,C,visa,debit,missing,74.02504659632153,3.0,21.0,6.0,2.0,41.24963719209745,16.0,0.0,0.0,0.0,10.0
,,,,,,,,,,S,mastercard,credit,desktop,200.0,4.511606434269076,2.0,1.0,2.0,0.0,16.0,1.0,0.0,1.2063616904762997,10.0
,295.67633364334,,,,,39.0,es_wellnessandbeauty,F,0.0,,,,,,,,,,,,,,,
,618.605539354692,,,,,101.0,es_sportsandtoys,F,2.0,,,,,,,,,,,,,,,
,,,,,,,,,,C,visa,credit,mobile,59.76285886627921,1.0,1.0,1.0,1.0,0.0,16.0,12.105537318642064,0.0,0.0,10.0
,,,,,,,,,,C,mastercard,debit,desktop,14.325,123.0,634.6218301588212,4.100898260756992,7.168977705030329,0.0,16.0,0.0,0.0,0.0,10.0
CASH_IN,232024.63200392743,1880411.5087759984,1912365.0500276808,9371276.559296146,72809823.98326297,596.956085815792,,,,,,,,,,,,,,,,,,
CASH_IN,1461671.3743334492,8940465.505492423,4910912.592913372,3873805.865762001,7689023.019073747,502.3647364012194,,,,,,,,,,,,,,,,,,
,,,,,,,,,,C,mastercard,debit,desktop,12.732810477158104,2.0,67.23291642514539,1.0,1.0,0.0,16.0,5.0,0.0,0.0,10.0
,,,,,,,,,,H,mastercard,credit,mobile,150.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0
,,,,,,,,,,C,mastercard,credit,desktop,15.951,2.0,5.0,1.0,1.0,0.0,16.0,0.0,0.0,0.0,10.0
,916.2818203111652,,,,,62.51386121211907,es_tech,M,2.0,,,,,,,,,,,,,,,
,,,,,,,,,,W,mastercard,credit,missing,994.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,10.0
,418.0190351783672,,,,,139.50049503631388,es_wellnessandbeauty,M,4.0,,,,,,,,,,,,,,,
,,,,,,,,,,C,mastercard,credit,desktop,30.64221618154398,1.0,8.0,1.0,1.0,0.0,16.0,374.7687035155378,0.0,0.0,10.0
,,,,,,,,,,C,mastercard,credit,mobile,129.426,5.0,4.0,0.0,0.0,0.0,16.0,4.0,0.0,0.0,10.0
,126.13112624063314,,,,,29.262644917856285,es_barsandrestaurants,M,1.8464465016274,,,,,,,,,,,,,,,
,,,,,,,,,,W,visa,credit,missing,774.0,1.0,1.0,2.0,1.0,15.0,16.0,6.0,1.0,3.0,1.0
,333.4563693997628,,,,,178.35808399843108,es_sportsandtoys,F,4.0,,,,,,,,,,,,,,,
,,,,,,,,,,C,missing,missing,mobile,33.998,21.14631161046609,17.59356840727738,2.655363905222279,1.0,0.0,16.0,55.0,0.0,0.0,10.0
,,,,,,,,,,W,visa,debit,missing,117.0,3.0,5.0,10.0,2.0,11.0,16.0,0.0,0.0,84.0,7.0
,,,,,,,,,,C,visa,credit,desktop,77.338,1.0,1.0,0.0,0.0,38.0,16.0,102.0,0.0,4.0,10.0
,,,,,,,,,,W,visa,debit,missing,82.0,1.0,1.0,8.0,1.0,58.0,16.0,25.0,147.0,6.0,10.0
,1.2040965577683065,,,,,163.0,es_hyper,F,2.0,,,,,,,,,,,,,,,
,,,,,,,,,,W,visa,credit,missing,994.0,6.0,14.0,1.0,1.0,15.0,6.0,21.0,25.0,38.0,10.0
,,,,,,,,,,C,visa,debit,mobile,9.506773040010264,2.0,3.0,2.0,1.0,3.0,16.0,0.0,0.0,0.0,10.0
,,,,,,,,,,C,visa,credit,mobile,70.087,2.0,34.53920203305029,1.0,1.0,0.0,1.0,278.0278897532062,0.0,55.0,10.0
,,,,,,,,,,C,mastercard,credit,desktop,14.344946375594898,184.9879993442896,44.16058651848925,1547.22586048189,19.466845260066407,2.795894947523834,16.0,70.12525311005083,0.0,3.0,10.0
,693.8311117155848,,,,,72.0,es_health,M,4.0,,,,,,,,,,,,,,,
,,,,,,,,,,C,visa,debit,mobile,70.66360949865827,2.0,2.0,8.0,3.0,396.5539603764764,16.0,4.0,0.0,91.98683491991142,10.0
,,,,,,,,,,C,mastercard,debit,desktop,32.648,5.0,8.993768059672306,10.0,4.0,15.653239782223068,16.0,0.0,0.0,229.30328697722848,10.0
,731.7568784529792,,,,,45.251400399316665,es_health,M,4.0,,,,,,,,,,,,,,,
,,,,,,,,,,W,visa,credit,missing,97.0,1.0,1.0,6.0,1.0,102.0,239.0,4.0,52.0906961172841,10.0,9.0
,52.55516360322261,,,,,177.3345927108801,es_wellnessandbeauty,F,3.0,,,,,,,,,,,,,,,
,149.01581741299526,,,,,173.0,es_health,M,3.0,,,,,,,,,,,,,,,
,,,,,,,,,,C,visa,credit,desktop,37.702,6.0,2.0,0.0,0.0,0.0,12.035670746831189,0.0,0.0,0.0,10.0
,8.226243641230118,,,,,103.0,es_sportsandtoys,F,4.0,,,,,,,,,,,,,,,
,388.0511764305833,,,,,72.60356695597869,es_hotelservices,F,2.0,,,,,,,,,,,,,,,
PAYMENT,221398.03409826863,119274.74761566018,8176.916658373513,74438.44478286931,92112.89855374744,145.81414668588985,,,,,,,,,,,,,,,,,,
,,,,,,,,,,R,visa,credit,mobile,100.0,3.0,4.0,2.0,1.0,296.48308805104386,16.0,1.0,0.0,1.0,10.0
,,,,,,,,,,C,mastercard,credit,missing,47.732,19.38835493673207,52.80851216398827,1096.887945147811,1208.482917432988,0.0,16.0,1.0,0.0,0.0,10.0
PAYMENT,126668.37091774256,0.2702155112480943,227.7263293036713,506101.7807852522,874675.5595341346,507.0053595669559,,,,,,,,,,,,,,,,,,
PAYMENT,218155.27547062284,10108.140825217177,250819.60352636804,774987.7007282067,3420.795769778956,435.0,,,,,,,,,,,,,,,,,,
,163.86622460163306,,,,,47.0,es_hyper,F,4.0,,,,,,,,,,,,,,,
,19.92859437298313,,,,,83.0,es_wellnessandbeauty,F,3.0,,,,,,,,,,,,,,,
CASH_OUT,153610.44361054324,5575514.232638206,15601900.27205813,2290532.666367711,19218397.801931564,171.60320270878356,,,,,,,,,,,,,,,,,,
,,,,,,,,,,C,mastercard,debit,mobile,26.818,10.0,4.0,13.0,4.0,90.0,17.872417214048824,1.0,0.0,260.5772293411553,10.0
,368.2393693418133,,,,,84.0,es_health,M,3.0,,,,,,,,,,,,,,,
,,,,,,,,,,R,visa,credit,mobile,200.0,1006.4470011119369,6.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,10.0
,,,,,,,,,,W,mastercard,debit,missing,24.0,3.0,2.0,7.0,3.0,32.0,11.0,0.0,209.0,33.0,1.0
CASH_OUT,435508.2729028464,532538.8085380674,4354.006745569111,3544482.432025325,16353241.872412415,88.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,C,visa,debit,desktop,15.957554540873485,68.0,39.25065423958938,1.0,1.0,0.0,16.0,0.0,0.0,0.0,10.0
,97.89022281664704,,,,,93.0,es_health,F,2.0,,,,,,,,,,,,,,,
,103.33032324606438,,,,,93.0,es_wellnessandbeauty,M,4.0,,,,,,,,,,,,,,,
,,,,,,,,,,C,visa,credit,desktop,37.702,2.0,5.0,3.0,2.0,0.0,16.0,0.0,0.0,0.0,10.0
CASH_OUT,160237.8479235139,562.2587352835134,21618.15571478945,665145.3568428642,56489.91182847724,117.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W,discover,credit,missing,59.0,4.0,2.0,239.18531603287988,8.0,20.0131563409434,39.80538971519701,29.0,25.0,0.0,10.0
,155.65870053065134,,,,,115.0,es_hyper,F,3.0,,,,,,,,,,,,,,,
,984.7154202218984,,,,,144.78008754642266,es_home,F,1.0,,,,,,,,,,,,,,,
,,,,,,,,,,C,visa,credit,mobile,49.484,4.0,32.0,659.0,80.9678249353658,50.0,16.0,0.0,0.0,0.0,10.0
,60.78720773446942,,,,,89.0,es_sportsandtoys,F,3.0,,,,,,,,,,,,,,,
,92.95825936018193,,,,,168.0,es_tech,F,4.0,,,,,,,,,,,,,,,
,,,,,,,,,,C,mastercard,credit,desktop,70.04501983311937,3.0,3.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,10.0
,,,,,,,,,,W,visa,debit,missing,87.0,2.0,1.0,5.0,1.0,1.0,97.0,1.0,13.0,122.85503195024512,123.0
,,,,,,,,,,C,visa,debit,mobile,52.012,0.0,1.0,1.0,0.0,9.0,16.0,0.0,0.0,2.0,10.0
,3904.417509988825,,,,,134.0,es_travel,F,3.0,,,,,,,,,,,,,,,
PAYMENT,28116.05204302146,5863158.800631594,789307.4516334566,80581.50686319673,704.7250942317289,129.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W,visa,credit,missing,287.6239173775236,1.0,1.0,1.0,1.0,0.0,1.0,7.0,1.0,0.0,10.0
,,,,,,,,,,W,mastercard,debit,missing,108.5,1.0,2.0,6.0,1.0,75.40054199169367,16.0,1.0,36.0,16.0,10.0
,,,,,,,,,,C,mastercard,credit,mobile,85.796,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,10.0
,252.4611621395432,,,,,147.0,es_sportsandtoys,F,6.0,,,,,,,,,,,,,,,
,,,,,,,,,,W,visa,debit,missing,270.0,1.0,1.0,2.0,1.0,73.0,19.57643780015087,0.0,280.0,227.0,10.0
DEBIT,421660.41438346735,337688.7514162317,1092240.5153074358,1162557.0155705465,1970915.5757427097,173.29623464804635,,,,,,,,,,,,,,,,,,
CASH_OUT,55386.56697785242,4612401.76485134,4490247.426501857,176532.79582398428,335.9539574968624,35.773883332793226,,,,,,,,,,,,,,,,,,
,135.44379677811173,,,,,101.71859009447124,es_hyper,M,4.0,,,,,,,,,,,,,,,
CASH_OUT,20527.46041249785,380622.7832288372,1000339.9222595966,513599.248509481,43539.28654276132,112.0,,,,,,,,,,,,,,,,,,
,493.3578055724842,,,,,69.0,es_health,F,2.0,,,,,,,,,,,,,,,
,600.1842588906364,,,,,83.0,es_sportsandtoys,F,2.0,,,,,,,,,,,,,,,
,,,,,,,,,,C,mastercard,debit,desktop,36.614,6.0,23.614695731592803,1.0,1.0,0.0,16.0,0.0,0.0,0.0,10.0
,,,,,,,,,,W,visa,credit,missing,579.333957980431,5.0,4.0,2.0,1.0,4.0,16.0,13.0,7.0,35.0,34.0
,475.8655012798544,,,,,41.1008782881668,es_hotelservices,M,1.0,,,,,,,,,,,,,,,
,,,,,,,,,,C,visa,credit,desktop,12.784731148486786,8.0,53.0,0.0,1.0,0.0,16.0,1.0,0.0,0.0,10.0
,,,,,,,,,,C,visa,credit,desktop,25.945,7.0,9.0,7.0,1.0,0.0,16.0,290.0,0.0,6.0,10.0
PAYMENT,202416.46690801263,159452.24631100585,9630.125803530484,225149.12551644456,60313.06309120747,58.36170262614551,,,,,,,,,,,,,,,,,,
,,,,,,,,,,C,visa,credit,mobile,66.81015784831645,3.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,10.0
,,,,,,,,,,W,mastercard,debit,missing,87.0,1.0,1.0,7.0,2.0,15.0,16.0,298.3631196340739,103.3328894742217,47.74230615251872,10.0
,,,,,,,,,,W,visa,debit,missing,29.970016416155847,4.0,6.0,8.0,4.0,3.0,1.0,1.0,4.0,0.0,1.0
,,,,,,,,,,W,visa,debit,missing,68.5,5.0,4.0,3.0,2.0,116.0,2.0,423.63672519168176,0.0,1.0,1.0
,212.55757524536608,,,,,21.050976066916263,es_sportsandtoys,M,4.0,,,,,,,,,,,,,,,
,,,,,,,,,,W,mastercard,debit,missing,59.0,3.0,5.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,417.0
PAYMENT,162432.92999452923,1154.283715302931,2.718521793077921,896603.7292641865,1849709.960991788,299.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,C,mastercard,debit,mobile,35.351,5.0,4.248792899205967,1.0,1.0,0.0,16.0,0.0,0.0,73.43955509639545,10.0
,1066.2005507283598,,,,,140.76571915480537,es_travel,F,4.0,,,,,,,,,,,,,,,
CASH_OUT,17055.3178882582,1430762.9701686583,7473001.458505843,1484813.1810200016,1291671.1841544702,521.9383957739057,,,,,,,,,,,,,,,,,,
PAYMENT,13368.551474968011,2793.680520917887,137969.3943636356,147942.70838355567,1.3377096640623996,93.5489505893907,,,,,,,,,,,,,,,,,,
CASH_OUT,82370.695876109,2830.243946945066,2169.356947889125,773201.0108471286,2252744.314999937,341.9063620518316,,,,,,,,,,,,,,,,,,
,,,,,,,,,,H,visa,credit,mobile,100.0,2.0,2.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,10.0
CASH_OUT,155017.0347111933,49247.67730917224,2646157.2754858746,2385438.606292472,287722.2323908011,258.32105980153847,,,,,,,,,,,,,,,,,,
,84.6448680595412,,,,,23.0,es_wellnessandbeauty,M,1.6902498541877051,,,,,,,,,,,,,,,
,38.44070387722205,,,,,7.0,es_health,F,2.0,,,,,,,,,,,,,,,
,252.49040839196664,,,,,38.0,es_sportsandtoys,M,4.0,,,,,,,,,,,,,,,
,,,,,,,,,,C,visa,credit,mobile,81.97,4.0,7.0,4.0,1.0,0.0,16.0,28.54549037979177,0.0,241.0,10.0
,,,,,,,,,,H,visa,debit,desktop,50.0,6.0,6.0,1.0,1.0,0.0,16.0,1.0,0.0,1.0,10.0
,,,,,,,,,,C,visa,credit,mobile,43.98599999999999,4.0,16.0,4.0,3.0,0.0,1.0,146.0,0.0,0.0,10.0
,,,,,,,,,,C,visa,credit,mobile,43.502,7.0,1.0,1.0,0.0,224.0,55.05853623145413,0.0,0.3636721855150426,0.0,10.0
,,,,,,,,,,W,mastercard,credit,missing,55.0,1.0,4.0,2.0,1.0,0.0,16.0,9.82120423599747,1.0,12.0,2598.8440074765467
CASH_IN,89893.0999459652,7228852.701058058,2011149.2445825485,95479.38587222889,4.859765372173415,53.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W,visa,debit,missing,107.0,1.0,1.0,8.0,1.0,31.0,21.0,1.0,172.0,303.0,3.0
,3616.7684067132495,,,,,64.4591328277148,es_travel,M,2.0,,,,,,,,,,,,,,,
,,,,,,,,,,C,visa,debit,mobile,21.14050315877803,5.0,3.0,1.0,1.0,0.0,16.0,57.68099864127692,0.0,0.0,10.0
,,,,,,,,,,C,mastercard,credit,mobile,27.934151583298902,17.0,5.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,10.0
,,,,,,,,,,C,visa,credit,mobile,4.892598504112326,5.0,3.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,10.0
,171.17497454209763,,,,,127.0,es_sportsandtoys,M,3.0,,,,,,,,,,,,,,,
,,,,,,,,,,C,mastercard,credit,mobile,16.615,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,10.0
,,,,,,,,,,C,visa,debit,mobile,28.76,4.0,6.898013986734213,38.0,3.0,412.6724228838723,203.281275039346,299.0,0.0,330.4555325449155,10.0
,82.91323406483775,,,,,10.0,es_wellnessandbeauty,M,2.0,,,,,,,,,,,,,,,
,,,,,,,,,,W,mastercard,credit,missing,97.0,1.0,2.0,1.0,1.0,0.0,11.0,1.0,0.0,9.0,10.0
,345.76257884006634,,,,,33.0,es_home,M,2.0,,,,,,,,,,,,,,,
,320.30359523103067,,,,,87.0,es_sportsandtoys,F,3.0,,,,,,,,,,,,,,,
,464.9243884888272,,,,,30.177737166638096,es_leisure,F,3.0,,,,,,,,,,,,,,,
,828.0404659439301,,,,,43.0,es_tech,F,1.0,,,,,,,,,,,,,,,
,,,,,,,,,,C,visa,credit,mobile,12.296,2.0,1.0,3.0,3.0,0.0,16.0,0.0,0.0,0.0,10.0
,425.86671770450016,,,,,143.0,es_health,F,2.0,,,,,,,,,,,,,,,
,,,,,,,,,,C,visa,debit,desktop,48.336,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
,215.98750593162984,,,,,173.0,es_travel,F,2.0,,,,,,,,,,,,,,,
CASH_OUT,86104.93376263935,206063.244622663,1028176.8254709704,4307878.724083031,31561634.79819845,231.52172562449,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W,visa,credit,missing,107.95,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,W,mastercard,debit,missing,15.0,3.0,5.0,60.79190486737207,3.0,501.3286997066234,546.1677189343097,543.3588102671158,535.0,635.0627674953002,10.0
CASH_IN,9823.138527737405,44538.14768100688,625548.8089720106,3628625.4180478696,13542928.497947805,49.078650667199454,,,,,,,,,,,,,,,,,,
,,,,,,,,,,C,visa,debit,desktop,28.76,1.0,2.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,10.0
,93.20164974869444,,,,,136.6414317305333,es_barsandrestaurants,F,2.0,,,,,,,,,,,,,,,
,,,,,,,,,,W,visa,credit,missing,360.0,1.0,1.0,2.0,1.0,25.48211316444213,0.0,247.51776318962675,66.0,445.0,21.0
,,,,,,,,,,C,visa,credit,desktop,161.783,3.0,2.0,1.0,1.0,0.0,16.0,119.64541347862723,0.0,0.0,10.0
,,,,,,,,,,C,mastercard,debit,mobile,119.21,1.0,1.0,5.0,1.0,400.7241733511279,90.0,455.3391816992941,0.0,401.1819281838673,10.0
,584.8757212294862,,,,,25.0,es_sportsandtoys,F,3.0,,,,,,,,,,,,,,,
,,,,,,,,,,R,visa,debit,mobile,500.0,4.0,6.0,24.317445617797148,1.0,1.0,16.0,1.0,0.0,1.0,10.0
,726.3780408679725,,,,,170.87830818471753,es_sportsandtoys,F,2.0,,,,,,,,,,,,,,,
DEBIT,247204.2798105426,2200728.416215246,3099330.6008687564,746796.2623912668,143625.43938252638,15.772064697943616,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W,mastercard,debit,missing,149.95,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
